city	city_ascii	province_id	province_name	lat	lng	population	density	timezone	ranking	postal	id	station_names	station_ids
Manitouwadge	Manitouwadge	ON	Ontario	49.1333	-85.8333	1937.0	5.5	America/Toronto	3	P0T	1124548320	['MANITOUWADGE']	['6044903']
Wellington	Wellington	ON	Ontario	43.9579	-77.3534	1932.0	275.4	America/Toronto	3		1124209670	['WELLINGTON']	['6159449']
Frontenac Islands	Frontenac Islands	ON	Ontario	44.2	-76.3833	1930.0	10.9	America/Toronto	3	K7G K0H	1124000098	['KINGSTON MARINE']	['6104153']
Point Edward	Point Edward	ON	Ontario	42.9931	-82.4083	1930.0	585.0	America/Detroit	3	N7T N7V	1124647566	['SARNIA', 'SARNIA POLYSAR', 'SARNIA WATERWORKS']	['6127513', '6127520', '6127527']
Picture Butte	Picture Butte	AB	Alberta	49.8731	-112.78	1930.0	639.7	America/Edmonton	3	T0K	1124001015	['PICTURE BUTTE WEST', 'PICTURE BUTTE', 'SHAUGHNESSY', 'IRON SPRINGS AGDM']	['303N1G3', '3035173', '3035880', '3033498']
Manners Sutton	Manners Sutton	NB	New Brunswick	45.6417	-67.0609	1920.0	3.7	America/Moncton	4	E6K	1124811576	['HARVEY STATION']	['8102201']
Fort Qu’Appelle	Fort Qu'Appelle	SK	Saskatchewan	50.7667	-103.7833	1919.0	363.2	America/Regina	3	S0G	1124904751	"[""FORT QU'APPELLE"", 'LEBRET']"	['4012600', '4014280']
Vulcan	Vulcan	AB	Alberta	50.4	-113.25	1917.0	302.3	America/Edmonton	3	T0L	1124607765	['VULCAN']	['3036881']
Chetwynd	Chetwynd	BC	British Columbia	55.6972	-121.6333	1917.0	181.7	America/Dawson_Creek	3	V0C	1124001005	['CHETWYND A', 'CHETWYND BCFS', 'CHETWYND A']	['1181508', '1181509', '1181513']
Indian Head	Indian Head	SK	Saskatchewan	50.5333	-103.6667	1910.0	602.0	America/Regina	3	S0G	1124084038	['INDIAN HEAD CDA', 'INDIAN HEAD PFRA']	['4013480', '4013490']
Wabush	Wabush	NL	Newfoundland and Labrador	52.9081	-66.869	1906.0	41.2	America/Goose_Bay	3	A0R	1124012604	['CAROL LAKE PROJECT', 'WABUSH LAKE A', 'WABUSH A', 'WABUSH A']	['8501080', '8504175', '8504176', '8504177']
Saint-Fabien	Saint-Fabien	QC	Quebec	48.3	-68.87	1906.0	15.9	America/Toronto	4	G0L	1124462554	['LADRIERE']	['705LG09']
Harrison Hot Springs	Harrison Hot Springs	BC	British Columbia	49.3	-121.7819	1905.0	347.3	America/Vancouver	3	V0M	1124001888	['AGASSIZ RCS', 'AGASSIZ CDA', 'AGASSIZ MOUNTAIN INSTITUTE']	['1100119', '1100120', '1100130']
Watrous	Watrous	SK	Saskatchewan	51.6841	-105.4661	1900.0	170.1	America/Regina	4	S0K	1124468381	['WATROUS', 'WATROUS 2', 'WATROUS EAST']	['4018640', '4018645', '4018642']
North Frontenac	North Frontenac	ON	Ontario	44.95	-76.9	1898.0	1.6	America/Toronto	3	K0H	1124000803	['OMPAH']	['6105760']
Lac-Supérieur	Lac-Superieur	QC	Quebec	46.2	-74.4667	1892.0	5.1	America/Toronto	3	J0T	1124000862	[]	[]
Les Escoumins	Les Escoumins	QC	Quebec	48.35	-69.4	1891.0	7.0	America/Toronto	3	G0T	1124123618	['LES ESCOUMINS']	['704DB9E']
Richibucto	Richibucto	NB	New Brunswick	46.6189	-64.8385	1887.0	7.6	America/Moncton	4	E4W	1124000569	['REXTON']	['8104400']
Terrasse-Vaudreuil	Terrasse-Vaudreuil	QC	Quebec	45.4	-73.9833	1887.0	1782.4	America/Toronto	3	J7V	1124001658	['VAUDREUIL', 'MACDONALD COLLEGE', 'POINTE DU MOULIN', 'STE ANNE DE BELLEVUE', 'STE-ANNE-DE-BELLEVUE 1', 'MOBILE UPPER AIR STATION-QUEBEC']	['7018697', '7024400', '702607F', '7026839', '702FHL8', '7025000']
Rivière-Beaudette	Riviere-Beaudette	QC	Quebec	45.2333	-74.3333	1885.0	101.9	America/Toronto	3	J0P	1124687157	[]	[]
Orkney No. 244	Orkney No. 244	SK	Saskatchewan	51.2557	-102.6469	1883.0	2.4	America/Regina	4	S3N	1124000139	[]	[]
Saint-Barthélemy	Saint-Barthelemy	QC	Quebec	46.1833	-73.1333	1883.0	17.9	America/Toronto	4	J0K	1124598418	[]	[]
Komoka	Komoka	ON	Ontario	42.958	-81.4001	1882.0	1691.5	America/Toronto	3	N0L	1124109518	['KOMOKA']	['6144261']
Nisga'a	Nisga'a	BC	British Columbia	55.1078	-129.4293	1880.0	0.9	America/Vancouver	4	V0J	1124000744	[]	[]
Austin	Austin	QC	Quebec	45.1833	-72.2833	1880.0	25.5	America/Toronto	3	J0B	1124000885	['GEORGEVILLE']	['7022720']
Saint-Paul-de-l'Île-aux-Noix	Saint-Paul-de-l'Ile-aux-Noix	QC	Quebec	45.1333	-73.2833	1877.0	63.4	America/Toronto	3	J0J	1124000680	[]	[]
Behchokò	Behchoko	NT	Northwest Territories	62.8184	-115.9933	1874.0	24.9	America/Yellowknife	4	X0E	1124001992	['FRANK CHANNEL']	['2202250']
Saint-Cyprien-de-Napierville	Saint-Cyprien-de-Napierville	QC	Quebec	45.1833	-73.4167	1869.0	19.2	America/Toronto	3	J0J	1124000843	[]	[]
Valleyview	Valleyview	AB	Alberta	55.0686	-117.2683	1863.0	199.9	America/Edmonton	3	T0H	1124211786	['VALLEYVIEW RS', 'VALLEYVIEW AGDM']	['3076675', '3076680']
Déléage	Deleage	QC	Quebec	46.3833	-75.9167	1856.0	7.5	America/Toronto	4	J9E	1124001615	['MANIWAKI 2']	['7034481']
Potton	Potton	QC	Quebec	45.0833	-72.3667	1849.0	7.1	America/Toronto	3	J0E	1124000571	[]	[]
Sainte-Béatrix	Sainte-Beatrix	QC	Quebec	46.2	-73.6167	1849.0	22.0	America/Toronto	3	J0K	1124233714	['STE BEATRIX']	['7016902']
Saint-Georges-de-Cacouna	Saint-Georges-de-Cacouna	QC	Quebec	47.9167	-69.5	1848.0	29.4	America/Toronto	3	G0L	1124882699	[]	[]
Lakeview	Lakeview	BC	British Columbia	49.9026	-119.5699	1847.0	73.7	America/Vancouver	4	V1Z	1124001451	['KELOWNA LAKEVIEW', 'KELOWNA PC BURNETTS NURSERY', 'KELOWNA QUAILS GATE', 'KELOWNA BYLANDS']	['1123990', '1123992', '1123993', '1123977']
Sainte-Justine	Sainte-Justine	QC	Quebec	46.4	-70.35	1845.0	14.6	America/Toronto	3	G0R	1124340970	[]	[]
Saint-Valérien-de-Milton	Saint-Valerien-de-Milton	QC	Quebec	45.5667	-72.7167	1840.0	17.1	America/Toronto	3	J0H	1124253518	['ST VALERIEN']	['7027772']
Saint-Cuthbert	Saint-Cuthbert	QC	Quebec	46.15	-73.2333	1839.0	13.9	America/Toronto	3	J0K	1124546028	[]	[]
Saint-Blaise-sur-Richelieu	Saint-Blaise-sur-Richelieu	QC	Quebec	45.2167	-73.2833	1837.0	26.3	America/Toronto	3	J0J	1124693015	['SABREVOIS']	['7026734']
Middleton	Middleton	NS	Nova Scotia	44.9418	-65.0686	1832.0	329.1	America/Halifax	3	B0S	1124792393	['MIDDLETON']	['8203550']
Kamsack	Kamsack	SK	Saskatchewan	51.565	-101.8947	1825.0	311.8	America/Regina	3	S0A	1124566093	['KAMSACK']	['4013640']
Carberry	Carberry	MB	Manitoba	49.8689	-99.3594	1823.0	350.7	America/Winnipeg	3	R0K	1124314305	['CARBERRY', 'CARBERRY CS']	['5010548', '5010547']
Saint-Joseph-de-Coleraine	Saint-Joseph-de-Coleraine	QC	Quebec	45.97	-71.37	1820.0	14.4	America/Toronto	4	G0N	1124000088	['DISRAELI', 'VIMY RIDGE']	['7022000', '7028770']
Trinity Bay North	Trinity Bay North	NL	Newfoundland and Labrador	48.4978	-53.086	1819.0	71.5	America/St_Johns	4	A0C	1124001498	['PORT UNION']	['8403050']
Pointe-Lebel	Pointe-Lebel	QC	Quebec	49.1667	-68.2	1817.0	21.2	America/Toronto	4	G0H	1124216164	['BAIE-COMEAU A', 'BAIE COMEAU CBA', 'BAIE-COMEAU A', 'BAIE-COMEAU']	['7040440', '7040445', '7040442', '7040444']
Grenville	Grenville	QC	Quebec	45.6333	-74.6	1816.0	644.6	America/Toronto	3	J0V	1124831011	[]	[]
Saint-Michel-de-Bellechasse	Saint-Michel-de-Bellechasse	QC	Quebec	46.8667	-70.9167	1816.0	41.0	America/Toronto	3	G0R	1124972269	['ST JEAN (IO)', 'SAINT MICHEL', 'ST VALLIER']	['7047396', '7057567', '7057775']
Sainte-Angèle-de-Monnoir	Sainte-Angele-de-Monnoir	QC	Quebec	45.3833	-73.1	1812.0	39.9	America/Toronto	3	J0L	1124001386	['MARIEVILLE', 'ROUGEMONT']	['7024627', '7026700']
Champlain	Champlain	QC	Quebec	46.45	-72.35	1807.0	31.1	America/Toronto	3	G0X	1124942363	['CHAMPLAIN', 'GENTILLY']	['7011290', '7022700']
Sacré-Coeur-Saguenay	Sacre-Coeur-Saguenay	QC	Quebec	48.2479	-69.854	1803.0	5.9	America/Toronto	4	G0T	1124365978	['SACRE COEUR']	['7046735']
Saint-Louis	Saint-Louis	NB	New Brunswick	46.7048	-65.1046	1802.0	7.0	America/Moncton	4	E4X	1124001801	[]	[]
Saint-Lucien	Saint-Lucien	QC	Quebec	45.8667	-72.2667	1801.0	16.2	America/Toronto	4	J0C	1124000172	[]	[]
Victoria	Victoria	NL	Newfoundland and Labrador	47.7675	-53.2411	1800.0	102.0	America/St_Johns	3	A0A	1124985055	['CARBONEAR', 'HARBOUR GRACE', 'VICTORIA']	['8401075', '8402075', '8404100']
Lumsden	Lumsden	SK	Saskatchewan	50.6463	-104.8676	1800.0	366.0	America/Regina	3	S0G	1124301488	['LUMSDEN', 'LUMSDEN 2', 'LUMSDEN 3']	['4014720', '4014721', '4014722']
Saint-Robert	Saint-Robert	QC	Quebec	45.9667	-73.0	1794.0	27.7	America/Toronto	3	J0G	1124000874	['STE VICTOIRE']	['7027780']
Armstrong	Armstrong	MB	Manitoba	50.64	-97.495	1792.0	1.0	America/Winnipeg	3	R0C	1124000801	[]	[]
Keremeos	Keremeos	BC	British Columbia	49.2025	-119.8294	1791.0	717.5	America/Vancouver	3	V0X	1124920590	['CAWSTON SIMILKAMEEN', 'KEREMEOS', 'KEREMEOS 2', 'KEREMEOS WEST']	['1121459', '1124110', '1124112', '1124118']
Regina Beach	Regina Beach	SK	Saskatchewan	50.79	-104.99	1790.0	332.7	America/Regina	3	S0G	1124000991	['GLEN MORAY']	['4012930']
La Guadeloupe	La Guadeloupe	QC	Quebec	45.95	-70.93	1787.0	54.8	America/Toronto	3	G0M	1124124557	[]	[]
Sutton	Sutton	QC	Quebec	45.1037248954726	-72.6180936643302	1787.0	197.7	America/Toronto	4	J0E	1124001526	['SUTTON', 'SUTTON', 'SUTTON JONCTION', 'SUTTON JUNCTION (AUT)']	['7028290', '7028292', '7028295', '7028296']
Saint Andrews	Saint Andrews	NB	New Brunswick	45.074	-67.0521	1786.0	213.9	America/Moncton	3	E5B	1124559218	['ST ANDREWS']	['8104600']
Saint-Placide	Saint-Placide	QC	Quebec	45.5333	-74.2	1784.0	41.6	America/Toronto	3	J0V	1124722091	['ST PLACIDE']	['7017657']
Grunthal	Grunthal	MB	Manitoba	49.4065	-96.8603	1782.0	661.2	America/Winnipeg	3	R0A	1124001008	[]	[]
Povungnituk	Povungnituk	QC	Quebec	60.0477	-77.2751	1779.0	20.6	America/Toronto	4	J0M	1124176799	['POVUNGNITUK', 'PUVIRNITUQ A']	['7106220', '7106223']
Pointe-des-Cascades	Pointe-des-Cascades	QC	Quebec	45.3333	-73.9667	1775.0	646.8	America/Toronto	3	J0P	1124001740	['LES CEDRES', 'MELOCHEVILLE', 'POINTE DU MOULIN']	['7014290', '7024858', '702607F']
Deseronto	Deseronto	ON	Ontario	44.2	-77.05	1774.0	705.7	America/Toronto	3	K0K	1124824752	['NAPANEE', 'DESERONTO']	['615NNPL', '6152007']
Lamont	Lamont	AB	Alberta	53.7603	-112.7778	1774.0	192.8	America/Edmonton	3	T0B	1124567192	['LAMONT']	['3013PFD']
Chambord	Chambord	QC	Quebec	48.4333	-72.0667	1773.0	14.6	America/Toronto	3	G0W	1124404193	[]	[]
Maugerville	Maugerville	NB	New Brunswick	46.1301	-66.2859	1772.0	1.9	America/Moncton	4	E3A	1124001594	[]	[]
Dudswell	Dudswell	QC	Quebec	45.5833	-71.5833	1771.0	8.1	America/Toronto	3	J0B	1124209090	['BISHOPTON']	['7020800']
Nipissing	Nipissing	ON	Ontario	46.05	-79.55	1769.0	4.6	America/Toronto	3	P0H	1124001066	['NIPISSING']	['6115669']
Shaunavon	Shaunavon	SK	Saskatchewan	49.651	-108.412	1769.0	344.2	America/Swift_Current	3	S0N	1124484836	['SHAUNAVON', 'SHAUNAVON 2']	['4027480', '4027485']
